name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_unified_regime,best_regime_pnl,worst_regime,worst_unified_regime,worst_regime_pnl,dominant_regime_share_pct,regime_stability_score,regime_loss_ratio,regime_trade_count_by_label,regime_pnl_by_label,regime_pf_by_label,regime_win_rate_by_label,regime_filter_label,broker_swap_available,broker_swap_long,broker_swap_short,broker_preferred_carry_side,broker_carry_spread,mc_simulations,mc_pnl_median,mc_pnl_p05,mc_pnl_p95,mc_max_drawdown_pct_median,mc_max_drawdown_pct_p95,mc_loss_probability_pct,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
forex_trend_continuation__5m_europe,Forex trend continuation [5m_europe],single,-212.13859,20,0.00000,0.00000,0.21214,0.93449,-10.60693,-2.16536,-0.91188,-1.00000,0.00000,-10.60693,0.00000,2.00000,structure_exit,80.00000,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-10.90677,trend_flat_vol_mid,orderly_range,-72.56883,35.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 3, ""trend_flat_vol_mid"": 7, ""trend_up_vol_high"": 2, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 6}","{""trend_flat_vol_low"": -17.702848580331988, ""trend_flat_vol_mid"": -72.5688343659948, ""trend_up_vol_high"": -39.159635019667604, ""trend_up_vol_low"": -10.906773034861914, ""trend_up_vol_mid"": -71.80050082297468}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-17.28000,1.19000,short,-18.47000,500,-210.97341,-246.32642,-177.44752,0.21097,0.24633,100.00000,2,0.00000,-53.73658,-92.78731,0.00000,0.00000,-44.91408,-78.39012,0.00000,5,-82.04562,0.00000,7,artifacts\research\xagusd\candidates\forex_trend_continuation__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_trend_continuation__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_range_reversion__5m_europe,Forex range reversion [5m_europe],single,-23.62327,4,0.00000,0.00000,0.02362,0.11070,-5.90582,-11.04268,-0.99694,-1.00000,0.00000,-5.90582,0.00000,1.00000,structure_exit,100.00000,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-6.69469,trend_flat_vol_low,compressed_range,-16.92858,75.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 3, ""trend_flat_vol_mid"": 1}","{""trend_flat_vol_low"": -16.92857865366828, ""trend_flat_vol_mid"": -6.69469079565121}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0}",,1,-17.28000,1.19000,short,-18.47000,500,-23.62327,-24.86685,-22.37969,0.02362,0.02487,100.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,-17.94308,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xagusd\candidates\forex_range_reversion__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_range_reversion__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_europe,Forex breakout momentum [5m_europe],single,-885.17851,166,13.25301,0.19855,1.00055,5.80248,-5.33240,-0.45804,-0.53621,-0.88469,9.96803,-7.66997,1.29962,112.19277,stop_loss,42.77108,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,59.73435,trend_flat_vol_mid,orderly_range,-410.54657,42.16867,0.05946,6.87287,"{""trend_down_vol_high"": 5, ""trend_down_vol_mid"": 3, ""trend_flat_vol_high"": 14, ""trend_flat_vol_low"": 43, ""trend_flat_vol_mid"": 70, ""trend_up_vol_high"": 7, ""trend_up_vol_low"": 7, ""trend_up_vol_mid"": 17}","{""trend_down_vol_high"": -112.53939252721695, ""trend_down_vol_mid"": -23.219381822338907, ""trend_flat_vol_high"": 59.73435208571953, ""trend_flat_vol_low"": -246.57330019572424, ""trend_flat_vol_mid"": -410.54656654215137, ""trend_up_vol_high"": -27.92363038841707, ""trend_up_vol_low"": -27.50342237672896, ""trend_up_vol_mid"": -96.60716539125836}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 1.7399639813176357, ""trend_flat_vol_low"": 0.0002536526764951333, ""trend_flat_vol_mid"": 0.11313543679975638, ""trend_up_vol_high"": 0.30345514033059034, ""trend_up_vol_low"": 0.04775378385595454, ""trend_up_vol_mid"": 0.11745276363805801}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 28.57142857142857, ""trend_flat_vol_low"": 2.3255813953488373, ""trend_flat_vol_mid"": 15.714285714285714, ""trend_up_vol_high"": 14.285714285714285, ""trend_up_vol_low"": 14.285714285714285, ""trend_up_vol_mid"": 23.52941176470588}",,1,-17.28000,1.19000,short,-18.47000,500,-900.55965,-1116.49896,-644.99218,0.90814,1.12192,100.00000,2,0.00000,-379.89254,-268.18294,0.38105,0.54613,-690.34072,-360.00643,0.50323,60,-246.13559,0.52863,63,artifacts\research\xagusd\candidates\forex_breakout_momentum__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_breakout_momentum__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_short_trend_continuation__5m_europe,Forex short trend continuation [5m_europe],single,-50.05482,17,29.41176,0.42043,0.05535,0.62977,-2.94440,-0.32860,-0.31099,-0.90440,7.26221,-7.19716,1.00904,2.05882,structure_exit,35.29412,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,9.78453,trend_flat_vol_high,dislocated_chop,-26.13703,41.17647,0.14053,2.67126,"{""trend_down_vol_low"": 1, ""trend_down_vol_mid"": 4, ""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 7}","{""trend_down_vol_low"": -4.372474541326477, ""trend_down_vol_mid"": 9.78452925847558, ""trend_flat_vol_high"": -26.137031276744448, ""trend_flat_vol_low"": -20.550183094296486, ""trend_flat_vol_mid"": -8.779663773437461}","{""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 3.246287079059245, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.7163304589741288}","{""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 75.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 28.57142857142857}",,1,-17.28000,1.19000,short,-18.47000,500,-47.47922,-110.24520,6.49640,0.05907,0.11683,92.40000,2,0.00000,-27.65531,2.64567,0.13645,499.50000,-33.41624,-21.92992,0.16096,2,5.29134,999.00000,1,artifacts\research\xagusd\candidates\forex_short_trend_continuation__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_short_trend_continuation__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_short_breakdown_momentum__5m_europe,Forex short breakdown momentum [5m_europe],single,49.34500,209,11.00478,1.04081,1.00868,6.50615,0.23610,0.00323,0.03159,0.04892,54.72200,-6.50140,8.41695,119.93301,structure_exit,51.19617,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,556.69265,trend_flat_vol_low,compressed_range,-241.43960,43.06220,0.52314,0.43370,"{""trend_down_vol_high"": 11, ""trend_down_vol_low"": 2, ""trend_down_vol_mid"": 26, ""trend_flat_vol_high"": 18, ""trend_flat_vol_low"": 47, ""trend_flat_vol_mid"": 90, ""trend_up_vol_high"": 7, ""trend_up_vol_mid"": 8}","{""trend_down_vol_high"": -3.241498204047887, ""trend_down_vol_low"": -8.791892891087313, ""trend_down_vol_mid"": -110.13094329123919, ""trend_flat_vol_high"": 1.2015003054298035, ""trend_flat_vol_low"": -241.43960367805136, ""trend_flat_vol_mid"": 556.6926476177748, ""trend_up_vol_high"": -90.07202606819482, ""trend_up_vol_mid"": -54.87318446937386}","{""trend_down_vol_high"": 0.9166490692437874, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 0.18500364329021593, ""trend_flat_vol_high"": 1.0104421908140886, ""trend_flat_vol_low"": 0.00024265227337991066, ""trend_flat_vol_mid"": 2.0604816435535005, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_down_vol_high"": 36.36363636363637, ""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 19.230769230769234, ""trend_flat_vol_high"": 22.22222222222222, ""trend_flat_vol_low"": 2.127659574468085, ""trend_flat_vol_mid"": 10.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-17.28000,1.19000,short,-18.47000,500,-13.56286,-1123.60791,2062.07889,0.83499,1.12851,52.40000,2,0.00000,-795.99928,-655.31689,0.17640,0.34039,-891.87376,-999.71519,0.15915,83,-481.99254,0.41539,79,artifacts\research\xagusd\candidates\forex_short_breakdown_momentum__5m_europe_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_short_breakdown_momentum__5m_europe_5m_europe_symbol_candidate_analysis.txt
forex_trend_continuation__5m_europe__exit_trend,Forex trend continuation [5m_europe] with trend-runner exits,entry_exit_family,-191.34766,20,5.00000,0.07038,0.19135,0.93463,-9.56738,-1.29433,-0.80875,-1.00000,14.48706,-10.83341,1.33726,2.35000,stale_breakout,50.00000,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-10.90677,trend_flat_vol_mid,orderly_range,-74.01820,35.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 3, ""trend_flat_vol_mid"": 7, ""trend_up_vol_high"": 2, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 6}","{""trend_flat_vol_low"": -19.85191145345844, ""trend_flat_vol_mid"": -74.01820235019625, ""trend_up_vol_high"": -39.159635019667604, ""trend_up_vol_low"": -10.906773034861914, ""trend_up_vol_mid"": -47.41113612330654}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.23404655453500556}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 16.666666666666664}",,1,-17.28000,1.19000,short,-18.47000,500,-193.08230,-241.07680,-133.51816,0.19483,0.24108,100.00000,2,0.00000,-29.34722,-93.51199,0.48341,0.00000,-47.06315,-54.00075,0.21153,5,-83.49499,0.00000,7,artifacts\research\xagusd\candidates\forex_trend_continuation__5m_europe__exit_trend_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_trend_continuation__5m_europe__exit_trend_5m_europe_symbol_candidate_analysis.txt
forex_trend_continuation__5m_europe__exit_fastfail,Forex trend continuation [5m_europe] with fast-fail exits,entry_exit_family,-212.13859,20,0.00000,0.00000,0.21214,0.93449,-10.60693,-2.16536,-0.91188,-1.00000,0.00000,-10.60693,0.00000,2.00000,structure_exit,80.00000,1,0.00000,0.00000,trend_up_vol_low,orderly_trend,-10.90677,trend_flat_vol_mid,orderly_range,-72.56883,35.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 3, ""trend_flat_vol_mid"": 7, ""trend_up_vol_high"": 2, ""trend_up_vol_low"": 2, ""trend_up_vol_mid"": 6}","{""trend_flat_vol_low"": -17.702848580331988, ""trend_flat_vol_mid"": -72.5688343659948, ""trend_up_vol_high"": -39.159635019667604, ""trend_up_vol_low"": -10.906773034861914, ""trend_up_vol_mid"": -71.80050082297468}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0, ""trend_up_vol_high"": 0.0, ""trend_up_vol_low"": 0.0, ""trend_up_vol_mid"": 0.0}",,1,-17.28000,1.19000,short,-18.47000,500,-210.97341,-246.32642,-177.44752,0.21097,0.24633,100.00000,2,0.00000,-53.73658,-92.78731,0.00000,0.00000,-44.91408,-78.39012,0.00000,5,-82.04562,0.00000,7,artifacts\research\xagusd\candidates\forex_trend_continuation__5m_europe__exit_fastfail_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_trend_continuation__5m_europe__exit_fastfail_5m_europe_symbol_candidate_analysis.txt
forex_range_reversion__5m_europe__exit_quick,Forex range reversion [5m_europe] with quick-fail mean reversion exits,entry_exit_family,-23.62327,4,0.00000,0.00000,0.02362,0.11070,-5.90582,-11.04268,-0.99694,-1.00000,0.00000,-5.90582,0.00000,1.00000,structure_exit,100.00000,1,0.00000,0.00000,trend_flat_vol_mid,orderly_range,-6.69469,trend_flat_vol_low,compressed_range,-16.92858,75.00000,0.00000,999.00000,"{""trend_flat_vol_low"": 3, ""trend_flat_vol_mid"": 1}","{""trend_flat_vol_low"": -16.92857865366828, ""trend_flat_vol_mid"": -6.69469079565121}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0}","{""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.0}",,1,-17.28000,1.19000,short,-18.47000,500,-23.62327,-24.86685,-22.37969,0.02362,0.02487,100.00000,2,0.00000,0.00000,0.00000,0.00000,0.00000,-17.94308,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\research\xagusd\candidates\forex_range_reversion__5m_europe__exit_quick_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_range_reversion__5m_europe__exit_quick_5m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_europe__exit_trend,Forex breakout momentum [5m_europe] with trend-runner exits,entry_exit_family,-996.04463,166,13.85542,0.11095,1.00329,5.83690,-6.00027,-0.77182,-0.59016,-0.99278,5.40435,-7.83458,0.68981,3.57831,stop_loss,52.40964,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,-24.91864,trend_flat_vol_mid,orderly_range,-406.36824,41.56627,0.00000,999.00000,"{""trend_down_vol_high"": 5, ""trend_down_vol_mid"": 3, ""trend_flat_vol_high"": 14, ""trend_flat_vol_low"": 43, ""trend_flat_vol_mid"": 69, ""trend_up_vol_high"": 8, ""trend_up_vol_low"": 7, ""trend_up_vol_mid"": 17}","{""trend_down_vol_high"": -114.33860795588161, ""trend_down_vol_mid"": -24.918640838299286, ""trend_flat_vol_high"": -36.22380410969661, ""trend_flat_vol_low"": -247.47290791005605, ""trend_flat_vol_mid"": -406.3682378034367, ""trend_up_vol_high"": -42.61184014938409, ""trend_up_vol_low"": -27.50342237672896, ""trend_up_vol_mid"": -96.60716539125836}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 0.5217930753357185, ""trend_flat_vol_low"": 0.0002527308372669836, ""trend_flat_vol_mid"": 0.1254860820542101, ""trend_up_vol_high"": 0.22208496731724045, ""trend_up_vol_low"": 0.04775378385595454, ""trend_up_vol_mid"": 0.11745276363805801}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 28.57142857142857, ""trend_flat_vol_low"": 2.3255813953488373, ""trend_flat_vol_mid"": 17.391304347826086, ""trend_up_vol_high"": 12.5, ""trend_up_vol_low"": 14.285714285714285, ""trend_up_vol_mid"": 23.52941176470588}",,1,-17.28000,1.19000,short,-18.47000,500,-982.92510,-1177.61227,-848.52193,0.98440,1.17981,100.00000,2,0.00000,-358.18693,-156.65657,0.41240,0.73195,-657.57486,-307.12949,0.57040,60,-124.23874,0.75746,63,artifacts\research\xagusd\candidates\forex_breakout_momentum__5m_europe__exit_trend_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_breakout_momentum__5m_europe__exit_trend_5m_europe_symbol_candidate_analysis.txt
forex_breakout_momentum__5m_europe__exit_fastfail,Forex breakout momentum [5m_europe] with fast-fail exits,entry_exit_family,-885.17851,166,13.25301,0.19855,1.00055,5.80248,-5.33240,-0.45804,-0.53621,-0.88469,9.96803,-7.66997,1.29962,112.19277,stop_loss,42.77108,1,0.00000,0.00000,trend_flat_vol_high,dislocated_chop,59.73435,trend_flat_vol_mid,orderly_range,-410.54657,42.16867,0.05946,6.87287,"{""trend_down_vol_high"": 5, ""trend_down_vol_mid"": 3, ""trend_flat_vol_high"": 14, ""trend_flat_vol_low"": 43, ""trend_flat_vol_mid"": 70, ""trend_up_vol_high"": 7, ""trend_up_vol_low"": 7, ""trend_up_vol_mid"": 17}","{""trend_down_vol_high"": -112.53939252721695, ""trend_down_vol_mid"": -23.219381822338907, ""trend_flat_vol_high"": 59.73435208571953, ""trend_flat_vol_low"": -246.57330019572424, ""trend_flat_vol_mid"": -410.54656654215137, ""trend_up_vol_high"": -27.92363038841707, ""trend_up_vol_low"": -27.50342237672896, ""trend_up_vol_mid"": -96.60716539125836}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 1.7399639813176357, ""trend_flat_vol_low"": 0.0002536526764951333, ""trend_flat_vol_mid"": 0.11313543679975638, ""trend_up_vol_high"": 0.30345514033059034, ""trend_up_vol_low"": 0.04775378385595454, ""trend_up_vol_mid"": 0.11745276363805801}","{""trend_down_vol_high"": 0.0, ""trend_down_vol_mid"": 0.0, ""trend_flat_vol_high"": 28.57142857142857, ""trend_flat_vol_low"": 2.3255813953488373, ""trend_flat_vol_mid"": 15.714285714285714, ""trend_up_vol_high"": 14.285714285714285, ""trend_up_vol_low"": 14.285714285714285, ""trend_up_vol_mid"": 23.52941176470588}",,1,-17.28000,1.19000,short,-18.47000,500,-900.55965,-1116.49896,-644.99218,0.90814,1.12192,100.00000,2,0.00000,-379.89254,-268.18294,0.38105,0.54613,-690.34072,-360.00643,0.50323,60,-246.13559,0.52863,63,artifacts\research\xagusd\candidates\forex_breakout_momentum__5m_europe__exit_fastfail_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_breakout_momentum__5m_europe__exit_fastfail_5m_europe_symbol_candidate_analysis.txt
forex_short_trend_continuation__5m_europe__exit_trend,Forex short trend continuation [5m_europe] with trend-runner exits,entry_exit_family,-54.20301,17,29.41176,0.40116,0.05949,0.62975,-3.18841,-0.35231,-0.32902,-0.91106,7.26221,-7.54284,0.96280,2.23529,stop_loss,29.41176,1,0.00000,0.00000,trend_down_vol_mid,orderly_trend,5.43643,trend_flat_vol_high,dislocated_chop,-26.13703,41.17647,0.08354,4.80776,"{""trend_down_vol_low"": 1, ""trend_down_vol_mid"": 4, ""trend_flat_vol_high"": 1, ""trend_flat_vol_low"": 4, ""trend_flat_vol_mid"": 7}","{""trend_down_vol_low"": -5.27208225565863, ""trend_down_vol_mid"": 5.436425305870886, ""trend_flat_vol_high"": -26.137031276744448, ""trend_flat_vol_low"": -20.550183094296486, ""trend_flat_vol_mid"": -7.680143233698162}","{""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 1.624591340994901, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 0.7427156815343927}","{""trend_down_vol_low"": 0.0, ""trend_down_vol_mid"": 75.0, ""trend_flat_vol_high"": 0.0, ""trend_flat_vol_low"": 0.0, ""trend_flat_vol_mid"": 28.57142857142857}",,1,-17.28000,1.19000,short,-18.47000,500,-51.61453,-116.75682,0.76050,0.06310,0.12096,94.20000,2,0.00000,-27.65531,2.64567,0.13645,499.50000,-37.56443,-21.92992,0.16096,2,5.29134,999.00000,1,artifacts\research\xagusd\candidates\forex_short_trend_continuation__5m_europe__exit_trend_5m_europe_symbol_candidate_trades.csv,artifacts\research\xagusd\candidates\forex_short_trend_continuation__5m_europe__exit_trend_5m_europe_symbol_candidate_analysis.txt
