name,description,archetype,realized_pnl,closed_trades,win_rate_pct,profit_factor,max_drawdown_pct,total_costs,expectancy,avg_win,avg_loss,payoff_ratio,avg_hold_bars,dominant_exit,dominant_exit_share_pct,component_count,combo_outperformance_score,combo_trade_overlap_pct,best_regime,best_regime_pnl,worst_regime,worst_regime_pnl,dominant_regime_share_pct,regime_filter_label,walk_forward_windows,walk_forward_pass_rate_pct,walk_forward_avg_validation_pnl,walk_forward_avg_test_pnl,walk_forward_avg_validation_pf,walk_forward_avg_test_pf,train_pnl,validation_pnl,validation_profit_factor,validation_closed_trades,test_pnl,test_profit_factor,test_closed_trades,trade_log_path,trade_analysis_path
mean_reversion__15m_midday,TSLA-focused midday mean reversion [15m_midday],single,9.46306,4,25.00000,4.93983,0.00259,2.02547,2.36576,11.86495,-0.80063,14.81948,8.00000,structure_exit,50.00000,1,0.00000,0.00000,trend_up_vol_high,11.86495,trend_flat_vol_high,-1.36038,50.00000,,3,0.00000,-0.34513,6.86845,0.00000,7.59467,-0.84268,0.00000,0.00000,0,10.82344,11.39200,2,artifacts\tsla_mean_reversion__15m_midday_15m_midday_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday_15m_midday_symbol_candidate_analysis.txt
mean_reversion__15m_midday__exit_quick,TSLA-focused midday mean reversion [15m_midday] with quick-fail mean reversion exits,entry_exit_family,-2.33709,4,0.00000,0.00000,0.00234,2.02429,-0.58427,0.00000,-0.58427,0.00000,5.25000,structure_exit,50.00000,1,0.00000,0.00000,trend_up_vol_high,-0.21711,trend_flat_vol_high,-1.07846,50.00000,,3,0.00000,-0.34513,-1.18626,0.00000,0.00000,-0.56076,0.00000,0.00000,0,-1.25863,0.00000,2,artifacts\tsla_mean_reversion__15m_midday__exit_quick_15m_midday_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__exit_quick_15m_midday_symbol_candidate_analysis.txt
tsla_stock_news_momentum_patient,TSLA news momentum with slower exits and wider event follow-through,auto_improved,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_tsla_stock_news_momentum_patient_symbol_candidate_trades.csv,artifacts\tsla_tsla_stock_news_momentum_patient_symbol_candidate_analysis.txt
tsla_stock_gap_fade_selective,TSLA selective gap fade with stricter extension filter,auto_improved,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_tsla_stock_gap_fade_selective_symbol_candidate_trades.csv,artifacts\tsla_tsla_stock_gap_fade_selective_symbol_candidate_analysis.txt
tsla_stock_gap_and_go_selective,TSLA selective gap-and-go continuation with stricter opening filter,auto_improved,1.32751,2,100.00000,999.00000,0.00035,1.01556,0.66376,0.66376,0.00000,999.00000,11.50000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,1.32751,trend_up_vol_high,1.32751,100.00000,,3,0.00000,0.00000,-0.04358,0.00000,0.00000,1.06938,0.00000,0.00000,0,-0.13075,0.00000,1,artifacts\tsla_tsla_stock_gap_and_go_selective_symbol_candidate_trades.csv,artifacts\tsla_tsla_stock_gap_and_go_selective_symbol_candidate_analysis.txt
tsla_stock_post_earnings_drift_patient,TSLA post-earnings drift with patient exits,auto_improved,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_tsla_stock_post_earnings_drift_patient_symbol_candidate_trades.csv,artifacts\tsla_tsla_stock_post_earnings_drift_patient_symbol_candidate_analysis.txt
tsla_stock_power_hour_continuation_selective,TSLA power-hour continuation with stronger momentum requirement,auto_improved,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_tsla_stock_power_hour_continuation_selective_symbol_candidate_trades.csv,artifacts\tsla_tsla_stock_power_hour_continuation_selective_symbol_candidate_analysis.txt
tsla_stock_news_momentum_exit_relaxed,TSLA stock news momentum with relaxed structure exit after autopsy,auto_second_pass,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_tsla_stock_news_momentum_exit_relaxed_symbol_candidate_trades.csv,artifacts\tsla_tsla_stock_news_momentum_exit_relaxed_symbol_candidate_analysis.txt
tsla_stock_post_earnings_drift_dense,TSLA denser post-earnings drift variant,auto_second_pass,0.00000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,0.00000,1,0.00000,0.00000,,0.00000,,0.00000,0.00000,,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_tsla_stock_post_earnings_drift_dense_symbol_candidate_trades.csv,artifacts\tsla_tsla_stock_post_earnings_drift_dense_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high,regime_improved,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_midday_dense,TSLA-focused midday mean reversion [15m_midday] autopsy-tuned for denser midday continuation mean reversion,autopsy_improved,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_trend_up_vol_high,TSLA-focused midday mean reversion [15m_midday] autopsy-focused on trend_up_vol_high,autopsy_improved,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__autopsy_trend_up_vol_high_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_trend_up_vol_high_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_trend_up,TSLA-focused midday mean reversion [15m_midday] autopsy-focused on trend_up,autopsy_improved,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up,3,0.00000,0.00000,8.87735,0.00000,666.00000,0.00000,0.00000,0.00000,0,13.31602,999.00000,1,artifacts\tsla_mean_reversion__15m_midday__autopsy_trend_up_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_trend_up_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_vol_high,TSLA-focused midday mean reversion [15m_midday] autopsy-focused on vol_high,autopsy_improved,9.46306,4,25.00000,4.93983,0.00259,2.02547,2.36576,11.86495,-0.80063,14.81948,7.75000,stop_loss,50.00000,1,0.00000,0.00000,trend_up_vol_high,11.86495,trend_flat_vol_high,-1.36038,50.00000,vol_high,3,0.00000,-0.34513,2.81350,0.00000,3.79733,-0.84268,0.00000,0.00000,0,10.82344,11.39200,2,artifacts\tsla_mean_reversion__15m_midday__autopsy_vol_high_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_vol_high_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with patient near-miss optimization,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient__trend_up_vol_high,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with patient near-miss optimization focused on trend_up_vol_high,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient__trend_up_vol_high_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient__trend_up_vol_high_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient__trend_up,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with patient near-miss optimization focused on trend_up,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up,3,0.00000,0.00000,8.87735,0.00000,666.00000,0.00000,0.00000,0.00000,0,13.31602,999.00000,1,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient__trend_up_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_patient__trend_up_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with protective near-miss optimization,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective__trend_up_vol_high,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with protective near-miss optimization focused on trend_up_vol_high,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective__trend_up_vol_high_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective__trend_up_vol_high_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective__trend_up,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with protective near-miss optimization focused on trend_up,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up,3,0.00000,0.00000,8.87735,0.00000,666.00000,0.00000,0.00000,0.00000,0,13.31602,999.00000,1,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective__trend_up_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_protective__trend_up_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with denser near-miss optimization,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense__trend_up_vol_high,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with denser near-miss optimization focused on trend_up_vol_high,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense__trend_up_vol_high_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense__trend_up_vol_high_symbol_candidate_analysis.txt
mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense__trend_up,TSLA-focused midday mean reversion [15m_midday] focused on trend_up_vol_high with denser near-miss optimization focused on trend_up,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up,3,0.00000,0.00000,8.87735,0.00000,666.00000,0.00000,0.00000,0.00000,0,13.31602,999.00000,1,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense__trend_up_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__regime_trend_up_vol_high__near_miss_dense__trend_up_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient,TSLA-focused midday mean reversion [15m_midday] autopsy-tuned for denser midday continuation mean reversion with patient near-miss optimization,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient__trend_up_vol_high,TSLA-focused midday mean reversion [15m_midday] autopsy-tuned for denser midday continuation mean reversion with patient near-miss optimization focused on trend_up_vol_high,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient__trend_up_vol_high_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient__trend_up_vol_high_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient__trend_up,TSLA-focused midday mean reversion [15m_midday] autopsy-tuned for denser midday continuation mean reversion with patient near-miss optimization focused on trend_up,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up,3,0.00000,0.00000,8.87735,0.00000,666.00000,0.00000,0.00000,0.00000,0,13.31602,999.00000,1,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient__trend_up_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_patient__trend_up_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_midday_dense__near_miss_protective,TSLA-focused midday mean reversion [15m_midday] autopsy-tuned for denser midday continuation mean reversion with protective near-miss optimization,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_protective_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_protective_symbol_candidate_analysis.txt
mean_reversion__15m_midday__autopsy_midday_dense__near_miss_protective__trend_up_vol_high,TSLA-focused midday mean reversion [15m_midday] autopsy-tuned for denser midday continuation mean reversion with protective near-miss optimization focused on trend_up_vol_high,near_miss_optimized,13.31602,1,100.00000,999.00000,0.00000,0.50749,13.31602,13.31602,0.00000,999.00000,1.00000,take_profit,100.00000,1,0.00000,0.00000,trend_up_vol_high,13.31602,trend_up_vol_high,13.31602,100.00000,trend_up_vol_high,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_protective__trend_up_vol_high_symbol_candidate_trades.csv,artifacts\tsla_mean_reversion__15m_midday__autopsy_midday_dense__near_miss_protective__trend_up_vol_high_symbol_candidate_analysis.txt
